scenario_id,regime,scenario_source,ambiguity_set,demand,time_steps,demand_profile,mu_D,rho_D,sigma_D,mu_W,rho_W,sigma_W,peak_W,G3_B1_bid_profile,G3_B1_cap,G3_B2_bid_profile,G3_B2_cap,G2_B1_bid_profile,G2_B1_cap,G2_B2_bid_profile,G2_B2_cap,G1_B1_bid_profile,G1_B1_cap,G1_B2_bid_profile,G1_B2_cap,W3_B1_bid_profile,W3_B1_cap,W3_B1_profile,W2_B1_bid_profile,W2_B1_cap,W2_B1_profile,W1_B1_bid_profile,W1_B1_cap,W1_B1_profile
1285,base_test_case,ambiguity_set,base_test_case,86.29711100040974,8,"[76.96172158603413, 81.07319747973837, 93.9703523737322, 87.84188632739348, 96.79341720739258, 95.30987659840142, 82.0365789162439, 77.08955274712245]",0.8629711100040974,0.75,0.011059133302257398,0.7247508401902538,0.75,0.0012207410515254155,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[32.57215515507401, 32.36018579731233, 33.493338007342885, 36.62731363986422, 40.90865535916613, 41.575822428933805, 37.98710956038494, 34.19702214425745]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[32.48567787129475, 32.39946357122661, 33.52588031472558, 36.73778498756401, 40.87759349221444, 41.77862700216454, 38.221034892370966, 34.32313760504016]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[32.47545328964191, 32.3920065662757, 33.44673073266277, 36.59025685661522, 40.69235304355198, 41.58786288732667, 38.061933472336364, 34.234728177175846]"
1286,base_test_case,ambiguity_set,base_test_case,77.15779939160565,8,"[67.76392305399301, 71.44383698573755, 82.70158314952421, 76.8863880655279, 87.28300115941529, 83.79314886340981, 69.82200552998341, 67.08127441176747]",0.7715779939160565,0.75,0.015547243104058427,0.3869755343338074,0.75,0.01158730510299951,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[18.44183240348736, 17.206590066953268, 18.171226373346023, 20.27280662697336, 22.367708934419053, 23.11754852093337, 22.03114629113295, 19.1496070532765]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[17.44348329537158, 16.488310727591006, 15.835145759312555, 18.230075439965812, 21.6288451749572, 22.658668569254104, 21.569653303637605, 19.400955941827814]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[17.55072919048898, 17.67209410160703, 18.23840294809384, 19.892380755857882, 22.128156649952967, 23.118102959342764, 20.337024311760885, 18.28871003860181]"
1287,base_test_case,ambiguity_set,base_test_case,91.99229705653092,8,"[83.26930513567306, 86.22948240457445, 102.53964914694134, 99.39561425284064, 105.36073539697158, 105.14101561416278, 93.62491873000116, 87.04317467827595]",0.9199229705653091,0.75,0.02087744072786468,0.4919375470381798,0.75,0.024290980392927725,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[22.99524225168041, 22.992951885018275, 23.26298637851692, 24.965499745120646, 28.729165867614462, 28.094614041673623, 24.322989311048595, 23.32417211694149]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[23.549081675335618, 22.656758354808318, 23.28935218816754, 25.835391698363413, 29.630046079833456, 30.882207742908896, 28.337395789119018, 25.058233023928388]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[23.301640364518104, 23.57207721832707, 23.716332198709168, 26.308628156710867, 28.004155227093097, 26.9941158345017, 24.579134835883707, 20.86162083518893]"
1288,base_test_case,ambiguity_set,base_test_case,78.74179132802306,8,"[69.73881429693442, 77.89898429620783, 87.27735355798727, 79.54000956218309, 90.7556414706808, 84.13553595800174, 75.8829949891726, 72.98294954764934]",0.7874179132802306,0.75,0.02163090473059472,0.7477244418754174,0.75,0.003094611126672674,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[33.7354065476651, 33.43442932350035, 34.56521814395755, 38.086565786230906, 42.37417268031198, 43.27176107015355, 39.45010503095288, 35.481042588796406]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[33.39861266113794, 33.32765271532534, 34.26783598586442, 37.764904844205525, 42.11900654381846, 42.95600155862445, 39.5628184686103, 35.580615486603755]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[33.62359761302338, 33.446253599835345, 34.5846688345247, 38.18895134552446, 42.268163616245005, 43.39538005989345, 39.510983281815484, 35.38621385685216]"
1289,base_test_case,ambiguity_set,base_test_case,109.57558981504114,8,"[97.65563352281525, 103.66504917458808, 119.50214271938991, 111.39477812552143, 123.39492228476558, 120.86587136261777, 102.50446515380327, 97.16558898942921]",1.0957558981504114,0.75,0.0022599198406088963,0.4740192996773072,0.75,0.022062556126349775,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[21.767006531071782, 22.50226000458754, 23.01359365657481, 24.10753705184902, 27.544343344616394, 25.593164346064235, 22.669362968091637, 20.974857998429883]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[22.171173262416445, 22.38791803426146, 24.256991838134766, 24.824709473313842, 26.914337464906772, 26.948991647498293, 23.81015079794992, 20.196578314813234]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[20.839609776350386, 21.326484274118858, 22.677391093113275, 25.743094951038792, 29.025310038769618, 28.736562564997072, 25.89983858923469, 22.858687741400228]"
1290,base_test_case,ambiguity_set,base_test_case,95.76958879951664,8,"[85.89717131692187, 91.11255830583708, 105.58231154254172, 96.08827294236723, 108.3599422120621, 106.07063796987642, 89.83705544941424, 87.28426126063255]",0.9576958879951665,0.75,0.016618792120442497,0.3195688946627139,0.75,0.008666089487934361,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[14.499374953258929, 14.73198539032711, 15.539978445270327, 16.236206236750846, 18.687845682513498, 18.61249621974091, 17.151706657834186, 16.34798657970091]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[14.679643118607311, 14.409312245979697, 15.056708984008543, 16.296987053191117, 18.182228374824543, 17.82174742533086, 16.89872567618066, 14.764756326423035]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[14.639625047244554, 15.091049852997667, 15.382219443667049, 16.636611588205067, 17.665527203502187, 17.329205077277184, 15.709312267079504, 14.813021342205037]"
1291,base_test_case,ambiguity_set,base_test_case,113.62316673894834,8,"[101.56568255583234, 107.8798783291754, 123.10594200755054, 115.23005849409942, 126.75407063930307, 124.09474755071304, 104.93876610420234, 99.86490247327538]",1.1362316673894834,0.75,0.009930414625342783,0.5503063148059701,0.75,0.018803735424387683,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[25.583489318790413, 25.965480768600592, 28.609919027520483, 30.073359684073186, 32.68433995756591, 35.18288627109818, 32.987351369503685, 29.03481204852133]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[25.27753597869506, 25.6258928322982, 26.544231522453916, 27.602411093029346, 30.93736879574004, 30.81416000741211, 27.91618243125573, 24.09226710661306]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[24.817699121773362, 24.891069174084134, 25.21020761556808, 28.43355658032572, 30.758363377496504, 30.30576744711405, 29.239826569186945, 25.596513926081997]"
1292,base_test_case,ambiguity_set,base_test_case,95.76820227975075,8,"[85.42956457412296, 90.44838394436775, 104.5659638551937, 97.54095958978068, 108.41778146336974, 106.29747904875168, 90.0847997223794, 86.05427666601867]",0.9576820227975076,0.75,0.004005005126372741,0.48235499749616184,0.75,0.005518360026027107,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[21.432852764618602, 20.63840519084941, 21.324079070962707, 23.690552576612266, 26.85888317489888, 27.960437042414004, 25.349885041975778, 22.545119531452983]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[21.410430797361265, 20.970381409260536, 22.178525931977045, 24.196868186465043, 26.53387016790235, 27.03968536662248, 24.85800101320751, 22.339377210786697]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[21.564667197229802, 21.322961797060785, 22.514539743211778, 24.687861918560213, 27.514790159739327, 28.2455242208885, 25.776379274530086, 23.04734391513187]"
1293,base_test_case,ambiguity_set,base_test_case,117.11710618794314,8,"[104.46034554672568, 110.51786032501273, 127.45745995486544, 118.30315122221356, 131.43356540888942, 129.3914619113665, 110.30949138311192, 104.16240209279906]",1.1711710618794313,0.75,0.003660616448638149,0.4039711442595507,0.75,0.023389682302426627,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[14.824939805865158, 15.287776901399905, 18.20705445997567, 20.137751104934175, 22.406183685978245, 20.877049853305216, 20.186765714992507, 17.625731750243556]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[16.415065393299574, 18.609523351112482, 20.099862102932132, 22.052012664057337, 22.779621905582385, 23.929572462197747, 22.330445134128375, 19.418135000483026]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[17.66537665182831, 17.23968253877945, 20.396751453866045, 21.71387909240265, 24.034621768015292, 23.164133168331126, 22.22444395785585, 21.11178679577928]"
1294,base_test_case,ambiguity_set,base_test_case,80.99031681334614,8,"[73.16785302187641, 78.08846581247249, 88.24242445793138, 83.4256450121975, 92.20866026136753, 91.87657319778226, 78.9480511793939, 77.22027013760449]",0.8099031681334614,0.75,0.0176896635791487,0.47465994173776055,0.75,0.013272987210048836,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[20.854067271206674, 20.42484914833621, 22.17171602764725, 24.140225059900313, 25.986394466054445, 27.1211358076425, 25.444148406396224, 22.389444082370904]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[21.125721686122418, 20.158524009683603, 21.063784904677753, 23.814773063277293, 25.993901943307947, 26.134827968896474, 24.73575796974326, 21.41370429232454]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[21.229847680978153, 21.468979425808513, 22.038725528681837, 23.699493265807313, 26.29223239855302, 28.347358959329625, 25.327611743573854, 23.052023898643473]"
1295,base_test_case,ambiguity_set,base_test_case,101.52048964862519,8,"[91.35003056944812, 95.87785636361139, 110.44243235078429, 102.74845856949841, 114.03636295481554, 112.19036958294436, 95.16250483907179, 90.84700461393857]",1.015204896486252,0.75,0.00762058578451512,0.7407817361968436,0.75,0.006572505651695168,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[33.12554632544218, 33.01401560611665, 34.413341097056296, 37.90943410328595, 42.30423826125595, 43.141064709926766, 39.34694039787725, 35.386511702187114]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[33.10662829693545, 32.93163013608088, 34.1260990749333, 37.517621107025576, 42.07161574299156, 42.747909457269586, 38.31562133148193, 34.67833647890458]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[33.007476113370785, 32.580308477101234, 34.152775004068616, 37.52578309555715, 41.89991797679999, 42.32884132100544, 38.21379447082741, 33.88812919347093]"
1296,base_test_case,ambiguity_set,base_test_case,81.38232401482065,8,"[72.56871485156509, 76.44679029017472, 89.26494243264351, 82.52440713371865, 91.61229826410047, 90.70706951911465, 76.54819337829191, 71.8513860759242]",0.8138232401482065,0.75,0.007683135873856226,0.6636045801731302,0.75,0.006980323628504272,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[29.671838343944856, 29.416252781924644, 30.958738082726523, 34.05350209957386, 37.430551357634236, 38.38654594370589, 35.75668318598974, 31.643594281797434]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[29.643986566956322, 30.057465619407793, 31.56014342737433, 33.45692969540137, 37.26493406083948, 38.19654325507569, 35.20411980567301, 31.856192190849686]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[29.89141558847777, 29.07184286806565, 30.55542794066362, 33.7955463538602, 38.24413552839779, 39.12072542477239, 35.41209885324616, 32.00366660056988]"
1297,base_test_case,ambiguity_set,base_test_case,97.32128630847421,8,"[86.55297264932312, 94.14718366126911, 108.48382391914227, 100.45772250856204, 111.72940031180276, 110.6082310882749, 93.07884566134886, 88.19483742537523]",0.9732128630847422,0.75,0.013249628861200166,0.44061107239669767,0.75,0.018400231780551297,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[19.94586001953569, 21.228876316408265, 20.093700430521995, 22.860298213001844, 24.538852174398826, 24.557013781081785, 21.73832079845381, 20.56874159595177]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[20.50322160902514, 18.85629078147714, 19.184093829007402, 20.54944533324411, 22.465436284101482, 23.72886601223415, 21.748139267844955, 19.860439326577918]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[16.429363221442202, 16.88422892304421, 17.6610156969537, 21.241589340333192, 23.03039885572542, 24.32599912853909, 22.602876095508847, 19.657406081454614]"
1298,base_test_case,ambiguity_set,base_test_case,80.84834104287059,8,"[71.77899407260189, 80.07706183837007, 93.52024825237301, 83.70070603646937, 91.51099044739166, 90.59369153649892, 78.3431101351583, 75.02637434538264]",0.8084834104287059,0.75,0.023481660111943345,0.6056400599407851,0.75,0.01869307718811063,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[25.86709728461584, 27.59358406160225, 26.74172870006378, 30.035394940430663, 34.54543455142917, 34.90579939591204, 32.89291161647456, 29.35194709248336]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[27.720591105341533, 27.75512037864043, 28.692833010458624, 30.313391486820578, 34.24396474190395, 35.009034483352345, 31.296098233748396, 27.34287239979211]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[27.383204426786463, 26.755897483492234, 28.69742419700774, 31.101283003455304, 34.091874177837624, 33.784940783295056, 29.82190739628785, 26.872594758956993]"
1299,base_test_case,ambiguity_set,base_test_case,76.53530223360299,8,"[67.8488266200595, 71.75590842937842, 83.31694152238812, 77.96430448628323, 85.93073457702425, 84.00247958273643, 71.32309389822214, 67.67414810878178]",0.7653530223360299,0.75,0.0032753688193296305,0.6548182129746438,0.75,0.017175277464210884,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[29.29009499123091, 28.00907016980398, 29.117448495644734, 32.38799737787167, 36.87735006733084, 34.388934387614746, 31.131479254528305, 29.019021063719237]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[30.377154792923886, 29.611302725053758, 30.792015866095404, 32.40681368872609, 36.62285022447671, 37.77200454147286, 35.031588548252174, 31.659303590819754]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[29.056428858407397, 30.43278100645712, 30.947362880321077, 34.39193667888155, 39.244824843879734, 40.10981016697109, 36.71829154237482, 34.10091503564646]"
1300,base_test_case,ambiguity_set,base_test_case,88.0133572803764,8,"[78.46775378869818, 81.25343788943896, 93.70000525527861, 87.4537237667989, 95.4965451945344, 90.45189060503415, 78.2705183281013, 73.14349962000732]",0.880133572803764,0.75,0.02436040013814348,0.5214551364868594,0.75,0.01750045304427144,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[23.805592700694593, 23.542676398942934, 23.944135179328633, 26.497260966137063, 29.16023366939821, 30.515152842729727, 28.09900705172189, 24.611132558727185]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[22.20164774209668, 22.587788799194573, 25.005673545130495, 26.64315049686352, 28.81036704497996, 29.32189944929869, 26.38874382986989, 24.16911597824661]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[22.701259259046143, 22.59085218195622, 24.30295130074608, 26.523744845362557, 30.22359936415406, 30.49387753547824, 26.914388326957145, 24.47263405298919]"
1301,base_test_case,ambiguity_set,base_test_case,94.66982808329585,8,"[83.76512315321646, 90.06438961172582, 97.69542895465406, 92.20024374676913, 105.49942656787086, 104.65075648545465, 86.46180567945123, 84.86375315935865]",0.9466982808329585,0.75,0.022923826594408662,0.6011232552181086,0.75,0.003409717235081401,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[26.814935953447037, 27.002806357433233, 27.92789000971197, 30.829127149323355, 34.264949336254006, 34.96373432976383, 31.93197695116796, 28.754355682750756]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[26.92997586226974, 26.946308050710915, 27.78813260253303, 30.353381322558647, 33.333070499592225, 34.13056287082155, 31.31705523834146, 28.06612710924648]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[27.071100547592188, 27.058838315763502, 27.832857966816444, 30.577264176609525, 34.15002767613207, 34.67276537135105, 31.64940982145665, 28.252984472697367]"
